f1,f2,f3,f4,f5,pitch,roll
0.677,0.856,0.65,0.977,0.902,77.32,-12.46
0.677,0.856,0.653,0.977,0.902,74.98,-14.52
0.679,0.856,0.653,0.977,0.902,78.43,-11.48
0.681,0.856,0.65,0.977,0.902,74.38,-15.51
0.682,0.856,0.653,0.977,0.902,76.63,-13.34
0.68,0.844,0.65,0.977,0.898,70.93,-19.02
0.681,0.844,0.65,0.977,0.898,73.2,-16.69
0.681,0.844,0.65,0.977,0.902,74.48,-15.28
0.682,0.844,0.65,0.977,0.902,74.01,-15.81
0.682,0.844,0.648,0.977,0.898,71.69,-18.23
0.681,0.844,0.645,0.965,0.898,73.12,-16.87
0.682,0.833,0.642,0.965,0.893,73.44,-16.56
0.679,0.844,0.64,0.965,0.898,72.89,-17.09
0.676,0.844,0.64,0.977,0.898,73.7,-16.29
0.677,0.833,0.64,0.965,0.898,73.31,-16.69
0.675,0.833,0.637,0.965,0.893,72.81,-17.19
0.674,0.833,0.637,0.965,0.893,73.23,-16.77
0.671,0.833,0.634,0.965,0.893,72.09,-17.9
0.669,0.822,0.637,0.977,0.893,73.77,-16.19
0.669,0.844,0.637,0.965,0.888,70.18,-19.79
0.67,0.844,0.637,0.965,0.888,71.1,-18.86
0.668,0.844,0.637,0.965,0.893,71.93,-18.06
0.666,0.833,0.637,0.965,0.888,71.88,-18.12
0.666,0.833,0.637,0.965,0.888,71.71,-18.29
0.667,0.822,0.637,0.965,0.893,70.89,-19.06
0.668,0.833,0.637,0.965,0.893,72.09,-17.8
0.667,0.833,0.64,0.965,0.893,71.88,-18.12
0.669,0.822,0.64,0.965,0.893,68.76,-20.73
0.671,0.822,0.642,0.965,0.898,69.39,-20.55
0.67,0.811,0.642,0.965,0.893,73.14,-16.35
0.676,0.822,0.642,1.0,0.898,68.04,-21.85
0.676,0.811,0.642,1.0,0.898,75.38,-13.82
0.679,0.811,0.645,1.0,0.898,70.88,-16.75
0.676,0.811,0.645,1.0,0.898,68.75,-18.85
0.677,0.811,0.648,1.0,0.898,66.97,-18.42
0.679,0.811,0.648,1.0,0.898,68.92,-17.51
0.675,0.811,0.627,1.0,0.888,67.28,-20.79
0.673,0.811,0.627,0.953,0.888,64.76,-24.24
0.67,0.8,0.624,0.953,0.888,68.87,-17.44
0.669,0.811,0.621,0.953,0.884,64.92,-18.81
0.669,0.811,0.608,0.953,0.884,68.52,-17.2
0.669,0.811,0.616,0.942,0.87,67.08,-20.02
0.676,0.8,0.603,0.953,0.87,67.47,-19.89
0.666,0.8,0.616,0.953,0.865,67.26,-19.34
0.651,0.8,0.601,0.953,0.851,67.57,-19.49
0.646,0.8,0.645,0.953,0.847,68.23,-18.35
0.635,0.8,0.684,0.942,0.851,67.47,-19.66
0.627,0.8,0.742,0.942,0.851,68.09,-18.7
0.626,0.8,0.718,0.93,0.851,69.72,-17.83
0.628,0.8,0.705,1.0,0.847,69.6,-18.05
0.619,0.8,0.671,1.0,0.851,69.43,-17.82
0.583,0.8,0.674,1.0,0.851,69.91,-17.79
0.581,0.8,0.676,1.0,0.851,68.88,-18.77
0.58,0.8,0.676,1.0,0.851,70.13,-17.27
0.58,0.8,0.671,1.0,0.851,69.47,-18.13
0.582,0.822,0.671,1.0,0.851,69.86,-17.67
0.584,0.889,0.671,1.0,0.856,69.58,-18.09
0.585,0.933,0.671,1.0,0.856,69.66,-17.9
0.584,0.9,0.671,1.0,0.856,69.17,-18.24
0.586,0.889,0.671,0.907,0.851,72.31,-16.05
0.588,0.878,0.671,0.895,0.856,71.04,-17.92
0.587,0.878,0.671,0.907,0.856,72.65,-14.97
0.587,0.867,0.668,1.0,0.851,71.93,-15.18
0.589,0.867,0.668,0.895,0.856,73.02,-14.22
0.589,0.867,0.668,0.895,0.856,70.45,-17.37
0.588,0.856,0.668,1.0,0.856,71.14,-16.51
0.589,0.856,0.671,1.0,0.86,71.92,-16.0
0.591,0.856,0.671,1.0,0.86,72.51,-15.4
0.591,0.856,0.671,0.895,0.86,72.5,-15.78
0.592,0.856,0.671,1.0,0.86,72.76,-15.86
0.593,0.856,0.671,1.0,0.86,73.0,-14.76
0.595,0.856,0.671,1.0,0.86,73.21,-15.15
0.592,0.856,0.668,1.0,0.86,72.93,-15.19
0.59,0.856,0.668,1.0,0.86,71.97,-15.54
0.591,0.856,0.671,1.0,0.86,71.93,-16.59
0.592,0.844,0.671,1.0,0.86,73.12,-15.39
0.593,0.844,0.671,1.0,0.86,72.48,-15.24
0.595,0.844,0.671,1.0,0.865,72.04,-16.07
0.595,0.844,0.668,1.0,0.86,72.41,-15.42
0.596,0.833,0.668,1.0,0.86,71.6,-16.88
0.597,0.833,0.668,1.0,0.865,71.66,-16.26
0.597,0.833,0.668,1.0,0.865,72.89,-15.41
0.596,0.833,0.668,0.895,0.865,73.31,-14.83
0.596,0.833,0.668,0.895,0.865,73.76,-14.59
0.596,0.833,0.668,1.0,0.865,72.94,-15.08
0.596,0.833,0.668,0.895,0.865,72.89,-15.59
0.597,0.833,0.668,0.895,0.86,73.53,-15.26
0.597,0.833,0.668,0.895,0.86,71.63,-17.76
0.599,0.822,0.668,0.895,0.86,73.64,-14.35
0.599,0.822,0.668,0.895,0.86,72.6,-16.52
0.602,0.822,0.668,0.895,0.86,72.28,-16.58
0.601,0.822,0.668,0.895,0.865,75.04,-13.22
0.601,0.822,0.666,0.895,0.86,71.84,-18.1
0.6,0.822,0.666,0.895,0.865,69.11,-20.87
0.598,0.822,0.666,0.884,0.86,68.82,-21.08
0.592,0.811,0.666,0.895,0.86,68.89,-20.89
0.591,0.822,0.663,0.884,0.865,69.28,-20.67
0.59,0.822,0.663,0.895,0.865,68.71,-21.17
0.589,0.822,0.663,0.884,0.865,69.47,-20.42
0.59,0.822,0.661,0.884,0.865,69.04,-20.83
0.591,0.822,0.661,0.884,0.865,69.02,-20.82
0.592,0.822,0.661,0.884,0.865,68.92,-20.9
0.588,0.822,0.658,0.884,0.86,67.88,-21.96
0.589,0.811,0.658,0.884,0.86,68.18,-21.5
0.589,0.811,0.658,0.884,0.86,68.34,-21.37
0.591,0.811,0.658,0.884,0.865,68.22,-21.61
0.591,0.811,0.661,0.884,0.865,68.45,-21.34
0.593,0.8,0.661,0.884,0.865,69.13,-20.62
0.592,0.8,0.661,0.884,0.86,68.35,-21.42
0.593,0.811,0.661,0.884,0.865,68.82,-20.93
0.594,0.811,0.658,0.884,0.86,68.17,-21.65
0.595,0.822,0.658,0.884,0.865,70.26,-18.9
0.595,0.822,0.658,0.884,0.86,68.4,-21.52
0.589,0.867,0.658,0.884,0.86,73.94,-15.58
0.592,0.822,0.658,0.884,0.865,73.38,-14.03
0.591,0.822,0.658,0.884,0.865,70.88,-18.83
0.592,0.811,0.658,1.0,0.865,70.86,-18.26
