f1,f2,f3,f4,f5,pitch,roll
0.578,0.567,0.718,1.0,0.958,79.39,-9.34
0.575,0.578,0.715,1.0,0.963,79.23,-9.7
0.573,0.567,0.715,1.0,0.963,78.9,-9.7
0.573,0.611,0.715,1.0,0.963,79.3,-9.69
0.571,0.589,0.718,1.0,0.967,78.39,-10.41
0.568,0.589,0.718,1.0,0.963,78.85,-9.73
0.566,0.589,0.715,1.0,0.958,78.95,-9.71
0.566,0.578,0.715,1.0,0.958,78.26,-10.02
0.561,0.578,0.715,1.0,0.958,78.4,-10.4
0.56,0.567,0.715,1.0,0.958,79.13,-10.09
0.561,0.567,0.713,1.0,0.953,79.01,-9.99
0.563,0.567,0.713,1.0,0.953,79.12,-9.79
0.562,0.567,0.715,1.0,0.958,78.2,-10.99
0.56,0.567,0.715,1.0,0.953,79.32,-9.77
0.562,0.567,0.721,1.0,0.963,79.56,-9.22
0.559,0.567,0.718,1.0,0.958,78.82,-10.07
0.558,0.567,0.718,1.0,0.958,78.7,-10.22
0.558,0.567,0.718,1.0,0.958,79.47,-9.7
0.559,0.567,0.718,1.0,0.953,77.48,-11.3
0.56,0.567,0.715,1.0,0.953,78.29,-10.99
0.56,0.567,0.71,1.0,0.953,77.16,-11.4
0.561,0.556,0.71,1.0,0.949,77.8,-11.51
0.562,0.556,0.708,1.0,0.949,77.76,-11.67
0.56,0.567,0.705,1.0,0.949,78.66,-11.09
0.555,0.567,0.705,1.0,0.949,81.19,-8.65
0.552,0.556,0.705,1.0,0.949,77.3,-12.7
0.553,0.556,0.705,1.0,0.949,78.65,-10.81
0.552,0.556,0.705,1.0,0.949,79.88,-8.5
0.552,0.556,0.705,1.0,0.949,79.05,-9.76
0.552,0.556,0.702,1.0,0.949,81.15,-7.92
0.552,0.556,0.705,1.0,0.949,78.34,-10.31
0.552,0.567,0.705,1.0,0.949,79.59,-9.21
0.552,0.567,0.705,1.0,0.949,80.29,-8.68
0.551,0.567,0.705,1.0,0.949,79.66,-10.02
0.55,0.567,0.705,1.0,0.949,77.85,-11.93
0.551,0.567,0.7,1.0,0.949,76.99,-12.54
0.553,0.578,0.7,1.0,0.949,79.61,-9.86
0.552,0.556,0.7,1.0,0.949,78.11,-8.49
0.552,0.533,0.7,1.0,0.949,74.59,3.56
0.554,0.533,0.7,1.0,0.949,74.5,-14.37
0.556,0.544,0.7,1.0,0.949,75.79,-12.74
0.554,0.544,0.7,1.0,0.949,73.38,-15.66
0.552,0.544,0.7,1.0,0.949,75.1,-13.54
0.553,0.544,0.697,1.0,0.949,75.58,-12.82
0.554,0.544,0.697,1.0,0.949,75.31,-13.22
0.555,0.556,0.697,1.0,0.953,72.3,-16.44
0.554,0.556,0.697,1.0,0.953,75.36,-13.28
0.555,0.556,0.697,1.0,0.949,73.75,-14.72
0.564,0.556,0.697,1.0,0.949,75.74,-13.05
0.569,0.556,0.697,1.0,0.949,75.05,-13.59
0.567,0.544,0.697,1.0,0.949,74.81,-14.06
0.566,0.533,0.697,1.0,0.949,75.73,-13.7
0.567,0.544,0.697,1.0,0.949,74.31,-14.76
0.566,0.533,0.697,1.0,0.949,74.37,-15.23
0.562,0.533,0.697,1.0,0.949,74.73,-14.87
0.561,0.533,0.697,1.0,0.949,74.63,-14.59
0.558,0.533,0.697,1.0,0.949,75.84,-13.84
0.554,0.533,0.697,1.0,0.949,74.66,-15.24
0.551,0.533,0.695,1.0,0.949,76.99,-12.92
0.55,0.533,0.695,1.0,0.949,75.88,-14.08
0.548,0.533,0.695,1.0,0.949,75.66,-14.33
0.548,0.533,0.695,1.0,0.949,76.3,-13.56
0.548,0.533,0.695,1.0,0.949,74.8,-14.72
0.548,0.533,0.695,1.0,0.949,75.27,-14.65
0.548,0.533,0.695,1.0,0.949,74.73,-15.23
0.548,0.544,0.695,1.0,0.949,74.8,-15.11
0.548,0.533,0.695,1.0,0.949,75.85,-14.14
0.548,0.533,0.695,1.0,0.949,74.76,-14.88
0.547,0.533,0.695,1.0,0.949,71.01,-18.27
0.548,0.533,0.695,1.0,0.944,73.13,-16.85
0.546,0.533,0.692,1.0,0.949,73.31,-15.01
0.546,0.533,0.692,1.0,0.949,73.71,-16.28
0.594,0.578,0.689,1.0,0.944,77.21,-12.04
0.597,0.589,0.689,1.0,0.94,69.89,-19.61
0.599,0.6,0.689,1.0,0.944,84.16,-4.39
0.599,0.578,0.687,1.0,0.944,80.92,-8.46
0.592,0.567,0.689,1.0,0.94,77.49,-12.09
0.59,0.567,0.689,1.0,0.944,77.96,-12.03
0.586,0.556,0.689,1.0,0.944,76.72,-12.51
0.587,0.556,0.689,1.0,0.949,76.99,-12.63
0.582,0.556,0.689,1.0,0.944,76.95,-12.86
0.58,0.556,0.689,1.0,0.944,76.83,-12.7
0.576,0.556,0.687,1.0,0.944,77.18,-12.03
0.575,0.556,0.687,1.0,0.944,76.7,-12.49
0.579,0.556,0.687,1.0,0.953,76.17,-13.15
0.599,0.556,0.687,1.0,0.967,76.56,-12.73
0.605,0.556,0.689,1.0,0.991,76.18,-12.96
0.613,0.556,0.692,1.0,1.0,77.08,-11.82
0.61,0.556,0.695,1.0,1.0,76.18,-12.88
0.599,0.567,0.695,1.0,1.0,71.21,-16.58
0.585,0.578,0.692,1.0,1.0,74.34,-11.47
