f1,f2,f3,f4,f5,pitch,roll
0.578,0.333,0.433,0.405,1.0,36.49,50.1
0.578,0.333,0.433,0.405,1.0,38.4,47.49
0.577,0.333,0.436,0.405,1.0,37.27,48.97
0.579,0.317,0.436,0.405,1.0,38.11,48.19
0.582,0.333,0.436,0.405,1.0,37.37,48.85
0.582,0.317,0.436,0.397,1.0,37.2,49.37
0.579,0.317,0.436,0.405,1.0,38.16,48.37
0.581,0.333,0.436,0.405,1.0,37.33,49.17
0.582,0.333,0.433,0.405,1.0,37.67,48.8
0.582,0.333,0.433,0.397,1.0,37.66,48.73
0.582,0.317,0.433,0.397,1.0,37.81,48.6
0.58,0.317,0.433,0.405,1.0,37.5,48.72
0.581,0.317,0.433,0.397,1.0,37.47,48.98
0.58,0.317,0.433,0.397,1.0,37.96,48.47
0.576,0.317,0.433,0.397,1.0,37.49,48.85
0.577,0.317,0.433,0.397,1.0,37.21,48.99
0.58,0.317,0.433,0.397,1.0,38.03,48.48
0.579,0.317,0.433,0.397,1.0,37.29,49.19
0.578,0.317,0.431,0.397,1.0,37.5,48.79
0.579,0.317,0.431,0.397,1.0,38.71,47.57
0.578,0.3,0.431,0.397,1.0,37.5,49.31
0.576,0.3,0.433,0.711,1.0,36.62,49.63
0.575,0.3,0.431,0.851,1.0,35.99,50.65
0.573,0.3,0.431,0.967,1.0,37.66,49.01
0.576,0.3,0.431,1.0,1.0,36.5,49.91
0.574,0.3,0.431,0.95,1.0,37.0,48.63
0.574,0.317,0.431,0.835,1.0,38.02,48.16
0.575,0.317,0.431,0.884,1.0,37.18,49.41
0.577,0.317,0.431,0.86,1.0,37.56,48.91
0.578,0.317,0.431,0.835,1.0,37.76,49.61
0.575,0.333,0.431,0.934,1.0,37.66,48.83
0.576,0.333,0.431,0.835,1.0,37.34,48.97
0.574,0.333,0.431,0.876,1.0,37.67,48.85
0.576,0.317,0.431,0.926,1.0,37.17,49.22
0.576,0.317,0.428,0.926,1.0,37.17,49.38
0.575,0.333,0.431,0.843,1.0,37.0,49.59
0.575,0.333,0.431,0.826,1.0,37.45,48.94
0.575,0.333,0.428,0.86,1.0,37.97,48.34
0.576,0.333,0.428,0.851,1.0,37.61,48.78
0.577,0.333,0.428,0.446,1.0,38.23,48.16
0.575,0.35,0.428,0.843,1.0,37.32,49.21
0.574,0.35,0.428,0.851,1.0,38.08,48.35
0.574,0.35,0.428,0.851,1.0,36.98,49.22
0.575,0.35,0.428,0.645,1.0,38.2,48.35
0.578,0.35,0.428,0.488,1.0,37.02,49.5
0.578,0.333,0.428,0.826,1.0,37.81,48.71
0.578,0.35,0.428,0.678,1.0,37.76,48.91
0.577,0.333,0.428,0.843,1.0,38.19,48.3
0.578,0.333,0.428,0.752,1.0,37.47,48.86
0.576,0.35,0.428,0.835,1.0,37.8,48.68
0.577,0.35,0.428,0.579,1.0,38.23,48.17
0.578,0.333,0.428,0.777,1.0,37.79,48.49
0.577,0.333,0.428,0.446,1.0,38.13,48.36
0.578,0.333,0.428,0.802,1.0,38.14,48.41
0.581,0.333,0.426,0.512,1.0,37.98,48.51
0.582,0.333,0.426,0.446,1.0,37.43,49.11
0.579,0.333,0.426,0.471,1.0,38.06,48.28
0.577,0.333,0.426,0.628,1.0,37.97,48.42
0.578,0.317,0.426,0.636,1.0,37.99,48.66
0.578,0.333,0.426,0.86,1.0,37.85,48.84
0.577,0.333,0.426,0.95,1.0,37.82,48.87
0.577,0.317,0.426,0.455,1.0,37.77,48.45
0.579,0.317,0.426,0.917,1.0,38.12,48.32
0.581,0.333,0.426,1.0,1.0,38.52,47.39
0.582,0.333,0.426,1.0,1.0,38.5,47.92
0.581,0.333,0.426,1.0,1.0,37.94,48.54
0.584,0.317,0.426,1.0,1.0,38.67,47.81
0.582,0.333,0.426,1.0,1.0,38.22,48.35
0.584,0.317,0.426,1.0,1.0,38.0,48.3
0.583,0.317,0.426,1.0,1.0,38.43,47.92
0.58,0.317,0.426,0.529,1.0,38.17,48.17
0.579,0.317,0.426,0.917,1.0,37.59,48.52
0.58,0.317,0.426,0.909,1.0,38.34,48.1
0.58,0.317,0.428,0.893,1.0,37.86,48.62
0.581,0.317,0.428,0.446,1.0,37.89,48.3
0.582,0.317,0.428,0.554,1.0,37.35,49.07
0.582,0.317,0.428,0.917,1.0,37.67,48.58
0.582,0.317,0.428,0.818,1.0,37.86,48.34
0.581,0.317,0.426,0.926,1.0,38.07,48.26
0.582,0.333,0.426,0.917,1.0,37.55,48.79
0.584,0.317,0.426,0.926,1.0,37.82,48.6
0.585,0.317,0.426,0.744,1.0,38.07,47.99
0.585,0.317,0.423,0.76,1.0,37.64,48.36
0.585,0.317,0.423,0.901,1.0,38.26,47.92
0.584,0.317,0.423,0.86,1.0,37.95,48.35
0.582,0.317,0.423,0.769,1.0,38.07,48.04
0.58,0.317,0.423,0.43,1.0,37.93,48.28
0.58,0.333,0.423,0.438,1.0,38.58,47.75
0.58,0.333,0.423,0.413,1.0,38.52,47.87
0.581,0.317,0.423,0.43,1.0,37.7,48.45
0.581,0.333,0.423,0.388,1.0,37.75,48.52
0.584,0.317,0.423,0.438,1.0,38.08,48.46
0.585,0.333,0.423,0.43,1.0,38.33,47.95
0.585,0.317,0.423,0.421,1.0,37.25,49.25
0.584,0.317,0.423,0.438,1.0,37.95,48.28
0.586,0.317,0.423,0.438,1.0,38.36,47.85
0.585,0.317,0.423,0.446,1.0,37.65,48.69
0.585,0.333,0.423,0.686,1.0,38.07,48.23
0.583,0.333,0.423,0.455,1.0,37.76,48.58
0.581,0.333,0.423,0.868,1.0,37.8,48.46
0.583,0.333,0.423,0.777,1.0,37.88,48.43
0.583,0.317,0.423,0.835,1.0,38.4,47.96
0.582,0.317,0.423,0.826,1.0,38.52,47.91
0.578,0.317,0.423,0.826,1.0,37.71,49.01
0.576,0.317,0.423,0.43,1.0,39.15,47.4
0.576,0.317,0.423,0.909,1.0,38.86,47.33
0.577,0.317,0.423,0.86,1.0,38.4,47.92
0.576,0.317,0.423,0.843,1.0,38.35,48.16
